시도,시군구,사고년도,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
시도,시군구,사고유형,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목
시도,시군구,세부유형,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목
서울,종로구,사고[건],66,23,6,17,70,318,118,124,7,-,5,24,-,76,36,24,33,101,389,131,131,10,-,9,34,-,84,47,14,22,89,379,150,147,10,2,6,38,-
서울,종로구,사망[명],3,0,0,0,1,1,0,0,0,-,1,0,-,1,0,0,0,0,1,0,0,1,-,0,0,-,3,0,0,0,3,2,0,0,0,0,0,0,-
서울,종로구,부상[명],65,25,6,18,75,475,185,161,10,-,4,26,-,81,36,26,37,111,574,237,184,22,-,9,34,-,99,47,14,22,93,576,217,206,10,2,6,39,-
서울,종로구,(중상자[명]),27,8,1,3,22,83,23,30,2,-,1,9,-,28,7,5,5,26,88,27,21,7,-,4,6,-,38,19,1,4,23,79,21,35,3,0,1,16,-
서울,종로구,(경상자[명]),36,15,5,14,47,359,150,115,4,-,1,13,-,48,28,18,29,75,442,192,137,14,-,1,22,-,57,24,13,17,65,460,189,157,4,2,2,19,-
서울,종로구,(부상신고자[명]),2,2,0,1,6,33,12,16,4,-,2,4,-,5,1,3,3,10,44,18,26,1,-,4,6,-,4,4,0,1,5,37,7,14,3,0,3,4,-
서울,마포구,사고[건],69,28,12,20,99,391,198,265,5,-,2,13,-,74,26,13,23,102,336,224,249,4,-,2,12,-,73,27,14,33,125,393,238,328,6,-,3,10,-
서울,마포구,사망[명],2,1,0,0,3,6,0,2,0,-,0,0,-,5,1,0,0,1,1,0,1,0,-,1,0,-,2,1,0,0,3,3,2,1,1,-,0,1,-
서울,마포구,부상[명],71,29,12,21,101,562,367,389,5,-,2,14,-,74,28,13,24,108,515,384,319,5,-,1,12,-,77,27,14,34,134,575,387,450,5,-,3,9,-
서울,마포구,(중상자[명]),26,12,3,7,29,102,51,64,2,-,1,2,-,27,12,1,3,26,78,36,60,2,-,0,1,-,25,8,2,17,34,76,50,62,2,-,1,5,-
서울,마포구,(경상자[명]),35,12,8,11,58,397,286,280,3,-,0,6,-,45,14,10,18,67,396,323,235,3,-,1,9,-,44,16,7,16,84,443,317,323,3,-,0,4,-
서울,마포구,(부상신고자[명]),10,5,1,3,14,63,30,45,0,-,1,6,-,2,2,2,3,15,41,25,24,0,-,0,2,-,8,3,5,1,16,56,20,65,0,-,2,0,-
서울,강서구,사고[건],120,29,23,24,144,398,224,499,4,-,1,35,-,123,26,20,30,187,493,262,423,6,-,4,32,-,102,29,14,20,165,485,235,433,8,1,2,24,-
서울,강서구,사망[명],3,0,0,1,3,2,0,4,0,-,0,0,-,3,0,1,0,5,2,0,2,1,-,1,0,-,2,0,0,0,2,1,2,1,0,1,0,0,-
서울,강서구,부상[명],126,31,23,27,149,606,344,689,5,-,1,41,-,125,27,22,31,200,703,403,550,7,-,3,37,-,105,32,15,22,165,748,393,598,8,0,2,24,-
서울,강서구,(중상자[명]),56,12,5,8,57,103,39,113,2,-,0,19,-,44,13,2,10,52,103,60,63,1,-,0,11,-,48,8,2,5,54,109,59,72,2,0,1,7,-
서울,강서구,(경상자[명]),69,18,18,17,86,474,284,527,1,-,1,22,-,74,12,17,18,125,557,318,408,4,-,1,24,-,52,20,11,15,86,564,304,435,2,0,1,16,-
서울,강서구,(부상신고자[명]),1,1,0,2,6,29,21,49,2,-,0,0,-,7,2,3,3,23,43,25,79,2,-,2,2,-,5,4,2,2,25,75,30,91,4,0,0,1,-
서울,구로구,사고[건],66,28,18,32,130,526,189,327,7,-,2,25,-,83,17,22,36,133,443,146,346,10,-,2,36,-,120,24,19,20,155,486,186,316,3,-,-,30,-
서울,구로구,사망[명],0,0,2,0,0,4,0,0,1,-,0,2,-,1,1,0,0,1,4,0,1,2,-,0,2,-,1,0,0,0,0,2,0,1,1,-,-,0,-
서울,구로구,부상[명],68,29,19,34,137,693,292,419,10,-,3,25,-,87,16,22,40,138,639,231,468,10,-,3,37,-,125,25,19,20,160,712,319,425,3,-,-,32,-
서울,구로구,(중상자[명]),25,11,7,12,51,91,37,70,3,-,1,9,-,32,6,7,14,37,84,21,51,3,-,1,4,-,46,10,2,4,44,103,32,62,0,-,-,10,-
서울,구로구,(경상자[명]),43,18,12,20,82,563,240,317,5,-,2,14,-,47,10,13,22,91,517,197,362,7,-,2,27,-,68,14,16,13,83,543,263,301,3,-,-,18,-
서울,구로구,(부상신고자[명]),0,0,0,2,4,39,15,32,2,-,0,2,-,8,0,2,4,10,38,13,55,0,-,0,6,-,11,1,1,3,33,66,24,62,0,-,-,4,-
서울,영등포구,사고[건],123,26,18,22,151,871,330,589,6,-,11,31,-,115,51,33,38,147,771,322,452,14,-,8,47,-,127,60,26,30,142,808,321,313,18,-,6,49,-
서울,영등포구,사망[명],6,0,1,0,2,2,4,0,0,-,0,0,-,3,1,0,0,2,5,1,2,3,-,2,1,-,1,0,0,0,2,0,1,1,2,-,0,0,-
서울,영등포구,부상[명],126,27,17,22,160,"1,254",537,773,7,-,11,33,-,117,52,33,41,152,"1,105",518,615,18,-,7,49,-,134,60,28,32,146,"1,118",592,427,26,-,6,50,-
서울,영등포구,(중상자[명]),57,12,6,8,38,174,47,120,0,-,1,9,-,51,15,6,12,38,145,47,88,8,-,2,12,-,47,23,6,8,46,170,63,65,8,-,2,11,-
서울,영등포구,(경상자[명]),66,12,9,13,105,971,468,598,4,-,3,21,-,59,32,25,24,99,875,436,475,9,-,4,30,-,82,35,15,21,84,837,496,320,13,-,3,32,-
서울,영등포구,(부상신고자[명]),3,3,2,1,17,109,22,55,3,-,7,3,-,7,5,2,5,15,85,35,52,1,-,1,7,-,5,2,7,3,16,111,33,42,5,-,1,7,-
서울,동작구,사고[건],80,22,9,23,151,439,161,229,7,-,2,25,-,68,32,19,22,161,450,164,248,12,-,2,39,-,83,41,10,31,159,415,178,277,5,-,2,41,-
서울,동작구,사망[명],2,2,0,0,4,1,2,0,0,-,0,0,-,1,4,0,0,0,1,0,0,1,-,0,0,-,3,0,0,0,2,1,0,0,0,-,0,0,-
서울,동작구,부상[명],81,22,9,25,154,633,247,314,7,-,2,26,-,70,28,19,24,168,665,257,363,14,-,2,41,-,95,43,10,31,162,621,275,382,6,-,2,41,-
서울,동작구,(중상자[명]),28,4,1,5,33,95,27,45,0,-,0,5,-,29,4,2,6,40,94,21,50,4,-,1,9,-,37,13,0,8,46,79,29,53,4,-,1,11,-
서울,동작구,(경상자[명]),48,15,8,14,102,472,205,229,5,-,0,17,-,37,21,16,16,112,510,223,273,5,-,1,25,-,54,26,10,22,100,490,221,287,0,-,0,22,-
서울,동작구,(부상신고자[명]),5,3,0,6,19,66,15,40,2,-,2,4,-,4,3,1,2,16,61,13,40,5,-,0,7,-,4,4,0,1,16,52,25,42,2,-,1,8,-
서울,관악구,사고[건],90,34,13,18,160,463,181,420,8,-,4,28,-,73,41,14,22,133,423,144,284,4,-,3,31,-,57,28,23,24,154,291,130,250,-,-,2,21,-
서울,관악구,사망[명],2,1,0,0,2,2,1,0,0,-,0,0,-,5,0,0,0,2,1,0,1,0,-,0,0,-,0,1,0,0,3,2,1,3,-,-,0,0,-
서울,관악구,부상[명],96,33,13,20,167,644,267,540,13,-,5,31,-,73,42,14,23,145,604,231,360,4,-,3,36,-,62,29,25,24,165,399,203,322,-,-,2,21,-
서울,관악구,(중상자[명]),39,15,1,2,45,99,19,101,5,-,4,6,-,33,17,2,8,35,98,30,58,0,-,0,4,-,31,12,5,6,46,75,26,61,-,-,0,11,-
서울,관악구,(경상자[명]),55,17,12,17,118,521,239,427,7,-,1,24,-,39,22,12,12,106,491,194,289,1,-,1,32,-,29,15,19,18,109,310,169,246,-,-,0,10,-
서울,관악구,(부상신고자[명]),2,1,0,1,4,24,9,12,1,-,0,1,-,1,3,0,3,4,15,7,13,3,-,2,0,-,2,2,1,0,10,14,8,15,-,-,2,0,-
서울,강남구,사고[건],128,45,70,58,358,"1,059",653,"1,391",11,1,8,38,-,152,40,70,61,448,985,670,"1,224",8,-,4,47,-,186,78,69,85,383,"1,132",671,"1,254",13,-,-,55,-
서울,강남구,사망[명],2,0,0,0,4,0,1,1,2,0,0,0,-,4,0,0,0,3,3,1,5,0,-,0,0,-,2,1,0,0,2,0,1,1,0,-,-,0,-
서울,강남구,부상[명],138,46,72,61,370,"1,494",982,"1,951",11,1,8,41,-,155,40,70,63,458,"1,436","1,038","1,722",12,-,8,50,-,194,79,71,100,404,"1,591","1,038","1,674",18,-,-,60,-
서울,강남구,(중상자[명]),51,6,6,13,75,174,110,229,4,1,0,7,-,55,9,9,10,92,174,90,228,6,-,2,10,-,62,15,11,21,75,193,103,202,4,-,-,12,-
서울,강남구,(경상자[명]),84,34,65,42,265,"1,254",820,"1,588",6,0,4,30,-,91,27,56,51,331,"1,188",909,"1,343",6,-,5,28,-,120,58,54,74,291,"1,293",903,"1,331",12,-,-,35,-
서울,강남구,(부상신고자[명]),3,6,1,6,30,66,52,134,1,0,4,4,-,9,4,5,2,35,74,39,151,0,-,1,12,-,12,6,6,5,38,105,32,141,2,-,-,13,-
서울,강동구,사고[건],73,24,14,14,117,402,176,210,1,1,-,15,-,91,15,9,27,120,445,173,247,2,1,-,21,-,81,26,12,31,141,423,190,260,6,-,-,15,-
서울,강동구,사망[명],4,1,0,0,2,1,1,0,0,0,-,0,-,1,0,0,0,2,1,0,1,2,0,-,0,-,0,0,0,0,0,2,1,0,1,-,-,0,-
서울,강동구,부상[명],69,23,15,14,120,584,301,267,1,1,-,18,-,91,15,9,27,123,618,306,335,1,1,-,27,-,85,29,13,32,147,595,268,330,8,-,-,15,-
서울,강동구,(중상자[명]),30,12,2,4,42,107,34,61,1,1,-,7,-,38,6,0,11,29,123,38,47,0,0,-,10,-,32,10,2,11,45,101,45,62,3,-,-,1,-
서울,강동구,(경상자[명]),36,8,13,6,71,459,260,187,0,0,-,10,-,50,7,9,15,81,469,254,266,1,1,-,16,-,48,18,9,19,95,469,216,253,5,-,-,14,-
서울,강동구,(부상신고자[명]),3,3,0,4,7,18,7,19,0,0,-,1,-,3,2,0,1,13,26,14,22,0,0,-,1,-,5,1,2,2,7,25,7,15,0,-,-,0,-
서울,송파구,사고[건],133,50,37,52,197,"1,126",424,531,11,-,9,37,-,162,58,30,59,212,903,422,687,9,-,8,31,-,126,80,38,61,225,824,449,762,14,-,3,32,-
서울,송파구,사망[명],1,0,1,0,1,4,3,3,1,-,0,0,-,2,1,0,0,1,1,0,1,1,-,2,0,-,2,0,0,0,3,3,1,1,0,-,0,0,-
서울,송파구,부상[명],142,50,37,56,211,"1,586",695,672,11,-,9,40,-,176,60,31,63,220,"1,343",716,938,9,-,6,32,-,137,81,48,65,232,"1,209",725,"1,051",16,-,4,35,-
서울,송파구,(중상자[명]),61,16,13,16,56,256,82,113,2,-,1,10,-,65,12,10,13,57,220,89,144,2,-,1,10,-,41,21,16,23,53,172,106,159,1,-,1,10,-
서울,송파구,(경상자[명]),75,27,20,36,137,"1,176",567,523,7,-,3,23,-,101,43,19,43,147,987,589,749,6,-,3,16,-,83,51,30,37,148,889,554,799,10,-,1,19,-
서울,송파구,(부상신고자[명]),6,7,4,4,18,154,46,36,2,-,5,7,-,10,5,2,7,16,136,38,45,1,-,2,6,-,13,9,2,5,31,148,65,93,5,-,2,6,-
서울,서초구,사고[건],99,39,14,45,178,759,365,570,10,1,3,35,-,120,62,27,29,193,808,424,559,9,-,1,32,-,100,52,32,43,139,807,435,503,8,-,3,46,-
서울,서초구,사망[명],1,0,0,0,4,2,0,1,0,0,0,0,-,2,1,0,0,1,1,0,2,0,-,0,1,-,1,1,0,0,1,1,1,2,0,-,0,0,-
서울,서초구,부상[명],102,41,14,45,182,"1,075",614,806,11,1,3,38,-,125,65,28,30,199,"1,264",738,890,14,-,1,37,-,107,51,34,46,141,"1,209",880,787,11,-,5,48,-
서울,서초구,(중상자[명]),36,15,2,9,41,134,60,93,2,1,0,13,-,40,13,7,5,49,125,67,118,6,-,0,11,-,33,17,7,15,28,144,118,97,2,-,2,14,-
서울,서초구,(경상자[명]),61,21,9,30,115,902,518,643,5,0,2,25,-,82,47,19,25,139,"1,074",641,717,8,-,0,23,-,72,31,24,31,103,"1,031",712,646,9,-,3,32,-
서울,서초구,(부상신고자[명]),5,5,3,6,26,39,36,70,4,0,1,0,-,3,5,2,0,11,65,30,55,0,-,1,3,-,2,3,3,0,10,34,50,44,0,-,0,2,-
서울,중구,사고[건],58,18,14,13,70,378,113,164,5,-,3,18,-,62,19,8,23,109,364,111,216,3,-,2,26,-,73,23,7,14,99,360,130,192,4,-,4,25,-
서울,중구,사망[명],2,0,0,0,0,0,0,0,0,-,1,0,-,0,1,0,0,1,0,0,0,0,-,0,0,-,2,1,0,0,0,0,0,0,0,-,0,0,-
서울,중구,부상[명],61,18,14,16,74,554,176,218,5,-,2,18,-,66,19,8,24,115,499,170,279,3,-,2,27,-,75,23,7,14,111,492,202,236,4,-,4,26,-
서울,중구,(중상자[명]),38,4,4,4,25,98,20,52,0,-,1,4,-,36,4,3,7,32,83,25,49,2,-,0,5,-,33,8,2,3,31,68,22,43,1,-,1,5,-
서울,중구,(경상자[명]),22,12,9,11,43,420,147,147,5,-,0,10,-,28,13,4,17,67,388,131,197,1,-,1,19,-,36,13,5,9,65,393,167,168,2,-,3,16,-
서울,중구,(부상신고자[명]),1,2,1,1,6,36,9,19,0,-,1,4,-,2,2,1,0,16,28,14,33,0,-,1,3,-,6,2,0,2,15,31,13,25,1,-,0,5,-
서울,양천구,사고[건],93,19,8,31,133,449,188,355,2,-,3,24,-,75,13,7,14,151,324,149,404,7,-,2,19,-,92,30,12,28,122,361,178,362,5,1,1,29,-
서울,양천구,사망[명],4,0,0,0,3,2,1,3,0,-,0,1,-,3,1,0,0,3,0,0,1,0,-,0,0,-,0,0,0,0,1,1,0,2,0,0,0,1,-
서울,양천구,부상[명],94,20,9,33,133,649,283,442,3,-,3,23,-,75,12,8,14,153,470,230,539,7,-,2,19,-,94,30,12,28,129,507,290,498,6,1,1,28,-
서울,양천구,(중상자[명]),36,9,0,15,45,96,31,77,1,-,1,7,-,29,5,4,2,46,67,27,76,2,-,2,3,-,39,12,4,3,38,64,24,58,2,0,0,6,-
서울,양천구,(경상자[명]),53,9,8,15,79,510,239,329,2,-,2,14,-,40,7,4,11,91,379,193,424,3,-,0,15,-,48,15,8,21,83,412,258,391,4,1,1,16,-
서울,양천구,(부상신고자[명]),5,2,1,3,9,43,13,36,0,-,0,2,-,6,0,0,1,16,24,10,39,2,-,0,1,-,7,3,0,4,8,31,8,49,0,0,0,6,-
서울,중랑구,사고[건],124,25,15,26,142,458,171,371,4,-,8,29,-,117,18,27,25,166,494,190,322,7,2,5,28,-,95,28,19,28,162,434,176,277,13,-,2,34,-
서울,중랑구,사망[명],3,1,0,0,2,0,0,0,1,-,0,0,-,4,0,0,0,2,1,1,1,0,1,0,0,-,2,0,0,0,0,3,1,1,0,-,0,0,-
서울,중랑구,부상[명],132,24,16,28,149,697,266,469,5,-,9,31,-,118,19,27,25,173,746,315,423,8,1,5,30,-,109,29,20,31,170,606,310,376,16,-,2,35,-
서울,중랑구,(중상자[명]),69,9,5,9,39,99,24,66,0,-,1,6,-,49,7,11,12,54,120,40,75,1,0,3,11,-,46,13,8,8,62,109,40,66,5,-,1,10,-
서울,중랑구,(경상자[명]),56,12,8,18,101,535,221,344,3,-,3,23,-,63,11,15,12,104,553,252,309,6,0,0,15,-,55,14,11,22,99,431,249,272,7,-,0,22,-
서울,중랑구,(부상신고자[명]),7,3,3,1,9,63,21,59,2,-,5,2,-,6,1,1,1,15,73,23,39,1,1,2,4,-,8,2,1,1,9,66,21,38,4,-,1,3,-
서울,노원구,사고[건],127,35,9,23,86,617,221,240,17,-,2,36,-,114,35,9,28,124,494,228,308,13,-,2,29,-,100,34,14,38,83,501,218,346,8,-,2,22,-
서울,노원구,사망[명],1,1,0,0,0,0,0,0,5,-,0,1,-,1,1,0,0,0,1,0,1,2,-,0,0,-,4,1,0,0,0,1,1,1,1,-,0,0,-
서울,노원구,부상[명],139,40,9,23,87,905,384,299,15,-,2,37,-,122,35,10,28,129,730,403,403,16,-,5,32,-,100,34,15,41,88,704,398,450,11,-,2,26,-
서울,노원구,(중상자[명]),59,8,3,6,28,142,39,55,5,-,0,7,-,41,11,4,6,32,121,27,58,2,-,4,5,-,24,10,0,11,25,96,43,64,2,-,1,9,-
서울,노원구,(경상자[명]),68,29,5,15,54,688,317,216,5,-,2,23,-,78,21,6,21,84,572,349,298,11,-,1,21,-,69,22,14,27,51,561,316,329,7,-,1,13,-
서울,노원구,(부상신고자[명]),12,3,1,2,5,75,28,28,5,-,0,7,-,3,3,0,1,13,37,27,47,3,-,0,6,-,7,2,1,3,12,47,39,57,2,-,0,4,-
서울,광진구,사고[건],37,20,20,17,113,373,136,184,3,-,2,17,-,46,9,7,11,94,249,120,159,2,-,-,11,-,23,13,7,22,121,204,86,227,2,-,1,11,-
서울,광진구,사망[명],1,0,0,0,1,1,0,0,1,-,0,0,-,3,1,0,0,2,0,1,2,0,-,-,0,-,1,0,0,0,1,0,0,2,0,-,0,0,-
서울,광진구,부상[명],37,20,20,17,116,527,210,247,2,-,2,18,-,45,8,7,13,101,386,183,208,3,-,-,12,-,23,13,7,22,121,269,122,307,2,-,1,12,-
서울,광진구,(중상자[명]),16,8,1,2,37,86,19,31,1,-,1,5,-,21,1,1,2,17,81,27,39,0,-,-,3,-,13,1,1,3,24,31,10,40,1,-,1,2,-
서울,광진구,(경상자[명]),20,12,18,15,68,423,186,207,1,-,1,12,-,24,7,4,10,81,288,155,158,3,-,-,9,-,10,10,5,17,86,225,104,254,1,-,0,10,-
서울,광진구,(부상신고자[명]),1,0,1,0,11,18,5,9,0,-,0,1,-,0,0,2,1,3,17,1,11,0,-,-,0,-,0,2,1,2,11,13,8,13,0,-,0,0,-
서울,강북구,사고[건],74,21,19,5,140,385,112,233,4,-,4,20,-,91,26,24,15,165,361,123,192,1,-,5,41,-,74,63,23,17,109,409,107,129,3,-,-,38,-
서울,강북구,사망[명],3,0,0,0,2,1,0,0,0,-,0,0,-,3,0,1,0,2,0,0,0,0,-,0,0,-,1,0,0,1,2,1,0,0,0,-,-,0,-
서울,강북구,부상[명],79,22,19,5,144,536,183,281,7,-,4,22,-,92,26,24,16,170,482,177,229,1,-,5,44,-,79,69,23,16,109,553,154,172,3,-,-,39,-
서울,강북구,(중상자[명]),31,7,6,0,41,95,26,58,2,-,0,7,-,45,9,4,4,43,67,11,44,0,-,0,8,-,28,23,8,3,15,73,20,23,1,-,-,10,-
서울,강북구,(경상자[명]),45,15,9,5,98,414,150,212,3,-,0,11,-,44,16,16,12,110,382,154,167,1,-,3,33,-,51,38,12,10,84,453,130,135,2,-,-,25,-
서울,강북구,(부상신고자[명]),3,0,4,0,5,27,7,11,2,-,4,4,-,3,1,4,0,17,33,12,18,0,-,2,3,-,0,8,3,3,10,27,4,14,0,-,-,4,-
서울,금천구,사고[건],54,3,5,10,101,275,101,240,8,1,1,28,-,49,1,2,7,149,145,105,353,1,-,-,32,-,63,9,8,40,105,213,95,291,11,1,2,38,-
서울,금천구,사망[명],3,1,0,1,1,7,1,2,0,0,0,0,-,0,0,0,1,4,1,0,2,0,-,-,1,-,3,0,0,0,0,1,0,1,2,0,0,0,-
서울,금천구,부상[명],56,2,5,10,103,453,158,339,9,1,1,30,-,52,1,2,6,147,217,212,479,1,-,-,35,-,69,9,9,41,113,338,170,431,11,1,2,38,-
서울,금천구,(중상자[명]),26,2,2,1,34,56,24,49,4,0,0,7,-,24,1,0,1,43,42,16,70,0,-,-,7,-,34,5,2,12,46,52,22,52,2,0,0,9,-
서울,금천구,(경상자[명]),28,0,3,9,62,358,124,267,4,1,0,20,-,24,0,1,2,91,153,189,388,1,-,-,24,-,29,4,7,22,61,259,142,348,6,0,1,25,-
서울,금천구,(부상신고자[명]),2,0,0,0,7,39,10,23,1,0,1,3,-,4,0,1,3,13,22,7,21,0,-,-,4,-,6,0,0,7,6,27,6,31,3,1,1,4,-
서울,용산구,사고[건],52,11,12,12,87,313,159,341,2,-,2,23,-,76,15,8,14,107,270,140,354,4,-,7,19,-,63,10,8,13,111,276,156,331,11,-,3,14,-
서울,용산구,사망[명],1,1,0,0,0,0,0,1,1,-,0,1,-,3,0,0,0,2,0,1,2,1,-,2,0,-,1,1,0,0,0,1,1,3,3,-,0,1,-
서울,용산구,부상[명],53,10,13,13,92,443,259,460,2,-,2,22,-,75,16,8,17,118,371,220,477,3,-,5,20,-,65,9,8,14,116,382,250,492,11,-,3,16,-
서울,용산구,(중상자[명]),21,3,2,2,27,71,34,90,0,-,0,7,-,33,6,0,4,37,58,23,77,2,-,2,8,-,25,5,1,3,36,68,29,90,3,-,0,1,-
